#,CVE_ENTIDAD,ENTIDAD,CU_MUNICIPIO,MUNICIPIO,DF,DL,SECCION,LISTA_NOMINAL,VOTOS_EMITIDOS,PARTICIPACION,ABSTENCION,1ER_LUGAR,1ERO_VOTOS,PCN,DIF_VOTOS_2DO,DIF_PCN_2DO,2DO_LUGAR,2DO_VOTOS,PCN,DIF_VOTOS_3RO,DIF_PCN_3RO,3ER_LUGAR,3RO_VOTOS,PCN,1PP_MV,VOTOS,PCN,DIF_2DO,PCN,2PP_MV,VOTOS,PCN,DIF_3RO,PCN,3PP_MV,VOTOS,PCN,PAN,PCN,PRI,PCN,PRD,PCN,MC,PCN,PVEM,PCN,MORENA,PCN,PT,PCN,QI,PCN,PES,PCN,RSP,PCN,FM,PCN,EAMA,PCN,ASE,PCN,PAN_QI,PCN,PRI_PVEM,PCN,PVEM-PT,PCN,CNR,PCN,NULOS,PCN,TOT_VOTOS,VALIDACION
603,22,QUERETARO,14,QUERETARO,3,1,701,"1,278",576,0.45,0.55,MORENA,232,0.40,51,0.09,PAN,181,0.31,119,0.21,PRI,62,0.11,MORENA,232,0.40,51,0.09,PAN,181,0.31,119,0.21,PRI,62,0.10,181,0.31,62,0.11,8,0.01,10,0.02,17,0.03,232,0.40,14,0.02,5,0.01,7,0.01,12,0.02,8,0.01,0,0.00,0,0.00,0,0.00,0,0.00,0,0.00,1,0.00,19,0.03,576,100.00%
604,22,QUERETARO,14,QUERETARO,3,1,702,"1,295",680,0.53,0.47,PAN,327,0.48,111,0.16,MORENA,216,0.32,160,0.24,PRI,56,0.08,PAN,327,0.48,111,0.16,MORENA,216,0.32,160,0.24,PRI,56,0.10,327,0.48,56,0.08,14,0.02,15,0.02,6,0.01,216,0.32,3,0.00,6,0.01,8,0.01,13,0.02,6,0.01,0,0.00,0,0.00,0,0.00,0,0.00,0,0.00,1,0.00,9,0.01,680,100.00%
605,22,QUERETARO,14,QUERETARO,3,1,703,"1,315",654,0.50,0.50,PAN,282,0.43,61,0.09,MORENA,221,0.34,159,0.24,PRI,62,0.09,PAN,282,0.43,61,0.09,MORENA,221,0.34,159,0.24,PRI,62,0.09,282,0.43,62,0.09,9,0.01,8,0.01,16,0.02,221,0.34,8,0.01,3,0.00,8,0.01,9,0.01,8,0.01,0,0.00,0,0.00,0,0.00,0,0.00,0,0.00,1,0.00,19,0.03,654,100.00%
606,22,QUERETARO,14,QUERETARO,4,4,704,"1,154",569,0.49,0.51,PAN,242,0.43,68,0.12,MORENA,174,0.31,120,0.21,PRI,54,0.09,PAN,242,0.43,68,0.12,MORENA,174,0.31,120,0.21,PRI,54,0.08,242,0.43,54,0.09,6,0.01,19,0.03,17,0.03,174,0.31,9,0.02,15,0.03,7,0.01,5,0.01,5,0.01,0,0.00,0,0.00,0,0.00,0,0.00,0,0.00,1,0.00,15,0.03,569,100.00%
607,22,QUERETARO,14,QUERETARO,4,4,705,"1,185",578,0.49,0.51,PAN,207,0.36,2,0.00,MORENA,205,0.35,146,0.25,PRI,59,0.10,PAN,207,0.36,2,0.00,MORENA,205,0.35,146,0.25,PRI,59,0.10,207,0.36,59,0.10,6,0.01,20,0.03,21,0.04,205,0.35,6,0.01,4,0.01,12,0.02,5,0.01,8,0.01,0,0.00,0,0.00,0,0.00,0,0.00,0,0.00,7,0.01,18,0.03,578,100.00%
608,22,QUERETARO,14,QUERETARO,4,4,706,"1,105",538,0.49,0.51,PAN,207,0.38,53,0.10,MORENA,154,0.29,96,0.18,PRI,58,0.11,PAN,207,0.38,53,0.10,MORENA,154,0.29,96,0.18,PRI,58,0.10,207,0.38,58,0.11,2,0.00,20,0.04,17,0.03,154,0.29,3,0.01,12,0.02,12,0.02,19,0.04,12,0.02,0,0.00,0,0.00,0,0.00,0,0.00,0,0.00,2,0.00,20,0.04,538,100.00%
609,22,QUERETARO,14,QUERETARO,4,4,707,"1,119",464,0.41,0.59,MORENA,170,0.37,27,0.06,PAN,143,0.31,88,0.19,PRI,55,0.12,MORENA,170,0.37,27,0.06,PAN,143,0.31,88,0.19,PRI,55,0.10,143,0.31,55,0.12,1,0.00,6,0.01,17,0.04,170,0.37,4,0.01,6,0.01,20,0.04,10,0.02,8,0.02,0,0.00,0,0.00,0,0.00,0,0.00,0,0.00,3,0.01,21,0.05,464,100.00%
610,22,QUERETARO,14,QUERETARO,4,4,708,959,405,0.42,0.58,MORENA,166,0.41,76,0.19,PAN,90,0.22,40,0.10,PRI,50,0.12,MORENA,166,0.41,76,0.19,PAN,90,0.22,40,0.10,PRI,50,0.11,90,0.22,50,0.12,6,0.01,14,0.03,12,0.03,166,0.41,7,0.02,5,0.01,9,0.02,18,0.04,3,0.01,0,0.00,0,0.00,0,0.00,0,0.00,0,0.00,0,0.00,25,0.06,405,100.00%
611,22,QUERETARO,14,QUERETARO,4,4,709,"1,000",428,0.43,0.57,MORENA,173,0.40,46,0.11,PAN,127,0.30,63,0.15,PRI,64,0.15,MORENA,173,0.40,46,0.11,PAN,127,0.30,63,0.15,PRI,64,0.16,127,0.30,64,0.15,3,0.01,9,0.02,13,0.03,173,0.40,2,0.00,3,0.01,6,0.01,11,0.03,5,0.01,0,0.00,0,0.00,0,0.00,0,0.00,0,0.00,2,0.00,10,0.02,428,100.00%
612,22,QUERETARO,14,QUERETARO,4,4,710,"1,234",487,0.39,0.61,MORENA,180,0.37,28,0.06,PAN,152,0.31,69,0.14,PRI,83,0.17,MORENA,180,0.37,28,0.06,PAN,152,0.31,69,0.14,PRI,83,0.19,152,0.31,83,0.17,1,0.00,9,0.02,11,0.02,180,0.37,2,0.00,3,0.01,11,0.02,3,0.01,10,0.02,0,0.00,0,0.00,0,0.00,0,0.00,0,0.00,0,0.00,22,0.05,487,100.00%
613,22,QUERETARO,14,QUERETARO,4,4,711,"1,200",601,0.50,0.50,PAN,231,0.38,24,0.04,MORENA,207,0.34,152,0.25,PRI,55,0.09,PAN,231,0.38,24,0.04,MORENA,207,0.34,152,0.25,PRI,55,0.11,231,0.38,55,0.09,4,0.01,18,0.03,17,0.03,207,0.34,11,0.02,12,0.02,17,0.03,8,0.01,4,0.01,0,0.00,0,0.00,0,0.00,0,0.00,0,0.00,1,0.00,16,0.03,601,100.00%
614,22,QUERETARO,14,QUERETARO,4,4,712,"1,247",649,0.52,0.48,PAN,239,0.37,2,0.00,MORENA,237,0.37,159,0.24,PRI,78,0.12,PAN,239,0.37,2,0.00,MORENA,237,0.37,159,0.24,PRI,78,0.13,239,0.37,78,0.12,4,0.01,10,0.02,6,0.01,237,0.37,3,0.00,16,0.02,4,0.01,7,0.01,10,0.02,0,0.00,0,0.00,0,0.00,0,0.00,0,0.00,0,0.00,35,0.05,649,100.00%
615,22,QUERETARO,14,QUERETARO,4,4,713,"1,158",608,0.53,0.47,PAN,342,0.56,182,0.30,MORENA,160,0.26,131,0.22,PRI,29,0.05,PAN,342,0.56,182,0.30,MORENA,160,0.26,131,0.22,PRI,29,0.04,342,0.56,29,0.05,4,0.01,20,0.03,9,0.01,160,0.26,5,0.01,9,0.01,3,0.00,2,0.00,5,0.01,0,0.00,0,0.00,0,0.00,0,0.00,0,0.00,0,0.00,20,0.03,608,100.00%
616,22,QUERETARO,14,QUERETARO,4,4,714,"1,190",647,0.54,0.46,PAN,288,0.45,87,0.13,MORENA,201,0.31,139,0.21,PRI,62,0.10,PAN,288,0.45,87,0.13,MORENA,201,0.31,139,0.21,PRI,62,0.10,288,0.45,62,0.10,7,0.01,21,0.03,13,0.02,201,0.31,8,0.01,13,0.02,9,0.01,6,0.01,6,0.01,0,0.00,0,0.00,0,0.00,0,0.00,0,0.00,1,0.00,12,0.02,647,100.00%
617,22,QUERETARO,14,QUERETARO,4,4,715,"1,931","1,011",0.52,0.48,PAN,425,0.42,213,0.21,MORENA,212,0.21,67,0.07,QI,145,0.14,PAN,425,0.42,213,0.21,MORENA,212,0.21,67,0.07,QI,145,0.22,425,0.42,88,0.09,7,0.01,26,0.03,31,0.03,212,0.21,12,0.01,145,0.14,14,0.01,4,0.00,10,0.01,0,0.00,0,0.00,0,0.00,0,0.00,0,0.00,1,0.00,36,0.04,"1,011",100.00%
618,22,QUERETARO,14,QUERETARO,4,4,716,"1,317",692,0.53,0.47,PAN,339,0.49,141,0.20,MORENA,198,0.29,156,0.23,PRI,42,0.06,PAN,339,0.49,141,0.20,MORENA,198,0.29,156,0.23,PRI,42,0.04,339,0.49,42,0.06,15,0.02,27,0.04,16,0.02,198,0.29,6,0.01,11,0.02,8,0.01,6,0.01,3,0.00,0,0.00,0,0.00,0,0.00,0,0.00,0,0.00,0,0.00,21,0.03,692,100.00%
619,22,QUERETARO,14,QUERETARO,4,4,717,"1,199",604,0.50,0.50,MORENA,234,0.39,5,0.01,PAN,229,0.38,187,0.31,PRI,42,0.07,MORENA,234,0.39,5,0.01,PAN,229,0.38,187,0.31,PRI,42,0.06,229,0.38,42,0.07,2,0.00,23,0.04,21,0.03,234,0.39,7,0.01,11,0.02,9,0.01,13,0.02,3,0.00,0,0.00,0,0.00,0,0.00,0,0.00,0,0.00,0,0.00,10,0.02,604,100.00%
620,22,QUERETARO,14,QUERETARO,4,4,718,"1,617",651,0.40,0.60,MORENA,249,0.38,49,0.08,PAN,200,0.31,120,0.18,PRI,80,0.12,MORENA,249,0.38,49,0.08,PAN,200,0.31,120,0.18,PRI,80,0.13,200,0.31,80,0.12,4,0.01,15,0.02,18,0.03,249,0.38,3,0.00,22,0.03,19,0.03,2,0.00,9,0.01,0,0.00,0,0.00,0,0.00,0,0.00,0,0.00,0,0.00,30,0.05,651,100.00%
621,22,QUERETARO,14,QUERETARO,4,4,719,"1,379",754,0.55,0.45,MORENA,293,0.39,11,0.01,PAN,282,0.37,222,0.29,PRI,60,0.08,MORENA,293,0.39,11,0.01,PAN,282,0.37,222,0.29,PRI,60,0.09,282,0.37,60,0.08,6,0.01,29,0.04,17,0.02,293,0.39,8,0.01,15,0.02,11,0.01,6,0.01,10,0.01,0,0.00,0,0.00,0,0.00,0,0.00,0,0.00,0,0.00,17,0.02,754,100.00%
622,22,QUERETARO,14,QUERETARO,4,4,720,852,470,0.55,0.45,MORENA,200,0.43,39,0.08,PAN,161,0.34,123,0.26,PRI,38,0.08,MORENA,200,0.43,39,0.08,PAN,161,0.34,123,0.26,PRI,38,0.05,161,0.34,38,0.08,3,0.01,12,0.03,15,0.03,200,0.43,3,0.01,10,0.02,6,0.01,7,0.01,1,0.00,0,0.00,0,0.00,0,0.00,0,0.00,0,0.00,0,0.00,14,0.03,470,100.00%
623,22,QUERETARO,14,QUERETARO,4,4,721,792,381,0.48,0.52,MORENA,174,0.46,47,0.12,PAN,127,0.33,103,0.27,PRI,24,0.06,MORENA,174,0.46,47,0.12,PAN,127,0.33,103,0.27,PRI,24,0.05,127,0.33,24,0.06,2,0.01,8,0.02,14,0.04,174,0.46,3,0.01,6,0.02,6,0.02,1,0.00,1,0.00,0,0.00,0,0.00,0,0.00,0,0.00,0,0.00,0,0.00,15,0.04,381,100.00%
624,22,QUERETARO,14,QUERETARO,4,4,722,"1,733",834,0.48,0.52,PAN,371,0.44,96,0.12,MORENA,275,0.33,212,0.25,PRI,63,0.08,PAN,371,0.44,96,0.12,MORENA,275,0.33,212,0.25,PRI,63,0.17,371,0.44,63,0.08,8,0.01,24,0.03,20,0.02,275,0.33,3,0.00,20,0.02,8,0.01,6,0.01,8,0.01,0,0.00,0,0.00,0,0.00,0,0.00,0,0.00,2,0.00,26,0.03,834,100.00%
625,22,QUERETARO,14,QUERETARO,4,4,723,"2,036","1,021",0.50,0.50,PAN,418,0.41,54,0.05,MORENA,364,0.36,282,0.28,PRI,82,0.08,PAN,418,0.41,54,0.05,MORENA,364,0.36,282,0.28,PRI,82,0.10,418,0.41,82,0.08,11,0.01,27,0.03,21,0.02,364,0.36,6,0.01,18,0.02,22,0.02,9,0.01,13,0.01,0,0.00,0,0.00,0,0.00,0,0.00,0,0.00,5,0.00,25,0.02,"1,021",100.00%
626,22,QUERETARO,14,QUERETARO,4,4,724,"1,094",512,0.47,0.53,MORENA,190,0.37,21,0.04,PAN,169,0.33,113,0.22,PRI,56,0.11,MORENA,190,0.37,21,0.04,PAN,169,0.33,113,0.22,PRI,56,0.05,169,0.33,56,0.11,4,0.01,18,0.04,12,0.02,190,0.37,8,0.02,13,0.03,15,0.03,4,0.01,5,0.01,0,0.00,0,0.00,0,0.00,0,0.00,0,0.00,0,0.00,18,0.04,512,100.00%
627,22,QUERETARO,14,QUERETARO,4,4,725,"2,599","1,243",0.48,0.52,PAN,592,0.48,208,0.17,MORENA,384,0.31,305,0.25,PRI,79,0.06,PAN,592,0.48,208,0.17,MORENA,384,0.31,305,0.25,PRI,79,0.15,592,0.48,79,0.06,7,0.01,22,0.02,28,0.02,384,0.31,21,0.02,31,0.02,14,0.01,27,0.02,9,0.01,0,0.00,0,0.00,0,0.00,0,0.00,0,0.00,2,0.00,27,0.02,"1,243",100.00%
628,22,QUERETARO,14,QUERETARO,4,4,726,"1,068",425,0.40,0.60,MORENA,236,0.56,164,0.39,PAN,72,0.17,28,0.07,PRI,44,0.10,MORENA,236,0.56,164,0.39,PAN,72,0.17,28,0.07,PRI,44,0.04,72,0.17,44,0.10,2,0.00,12,0.03,12,0.03,236,0.56,8,0.02,7,0.02,4,0.01,8,0.02,4,0.01,0,0.00,0,0.00,0,0.00,0,0.00,0,0.00,0,0.00,16,0.04,425,100.00%
629,22,QUERETARO,14,QUERETARO,3,4,727,"3,126","1,282",0.41,0.59,PAN,641,0.50,277,0.22,MORENA,364,0.28,264,0.21,PRI,100,0.08,PAN,641,0.50,277,0.22,MORENA,364,0.28,264,0.21,PRI,100,0.24,641,0.50,100,0.08,9,0.01,29,0.02,31,0.02,364,0.28,12,0.01,19,0.01,20,0.02,13,0.01,13,0.01,0,0.00,0,0.00,0,0.00,0,0.00,0,0.00,4,0.00,27,0.02,"1,282",100.00%
630,22,QUERETARO,14,QUERETARO,3,4,728,"1,086",558,0.51,0.49,PAN,235,0.42,66,0.12,MORENA,169,0.30,125,0.22,PRI,44,0.08,PAN,235,0.42,66,0.12,MORENA,169,0.30,125,0.22,PRI,44,0.03,235,0.42,44,0.08,9,0.02,17,0.03,26,0.05,169,0.30,9,0.02,14,0.03,9,0.02,5,0.01,7,0.01,0,0.00,0,0.00,0,0.00,0,0.00,0,0.00,2,0.00,12,0.02,558,100.00%
631,22,QUERETARO,14,QUERETARO,3,4,729,"1,103",542,0.49,0.51,MORENA,216,0.40,39,0.07,PAN,177,0.33,124,0.23,PRI,53,0.10,MORENA,216,0.40,39,0.07,PAN,177,0.33,124,0.23,PRI,53,0.09,177,0.33,53,0.10,12,0.02,19,0.04,19,0.04,216,0.40,2,0.00,7,0.01,5,0.01,7,0.01,5,0.01,0,0.00,0,0.00,0,0.00,0,0.00,0,0.00,0,0.00,20,0.04,542,100.00%
632,22,QUERETARO,14,QUERETARO,3,1,730,529,320,0.60,0.40,MORENA,127,0.40,17,0.05,PAN,110,0.34,83,0.26,PRI,27,0.08,MORENA,127,0.40,17,0.05,PAN,110,0.34,83,0.26,PRI,27,0.05,110,0.34,27,0.08,7,0.02,9,0.03,1,0.00,127,0.40,2,0.01,2,0.01,9,0.03,10,0.03,6,0.02,0,0.00,0,0.00,0,0.00,0,0.00,0,0.00,0,0.00,10,0.03,320,100.00%
633,22,QUERETARO,14,QUERETARO,3,1,731,934,514,0.55,0.45,PAN,237,0.46,66,0.13,MORENA,171,0.33,128,0.25,PRI,43,0.08,PAN,237,0.46,66,0.13,MORENA,171,0.33,128,0.25,PRI,43,0.13,237,0.46,43,0.08,9,0.02,13,0.03,8,0.02,171,0.33,5,0.01,4,0.01,8,0.02,2,0.00,3,0.01,0,0.00,0,0.00,0,0.00,0,0.00,0,0.00,0,0.00,11,0.02,514,100.00%
634,22,QUERETARO,14,QUERETARO,3,1,732,"1,518",791,0.52,0.48,PAN,378,0.48,154,0.19,MORENA,224,0.28,141,0.18,PRI,83,0.10,PAN,378,0.48,154,0.19,MORENA,224,0.28,141,0.18,PRI,83,0.16,378,0.48,83,0.10,11,0.01,21,0.03,9,0.01,224,0.28,2,0.00,8,0.01,15,0.02,13,0.02,10,0.01,0,0.00,0,0.00,0,0.00,0,0.00,0,0.00,0,0.00,17,0.02,791,100.00%
635,22,QUERETARO,14,QUERETARO,3,1,733,"1,685",699,0.41,0.59,MORENA,282,0.40,13,0.02,PAN,269,0.38,200,0.29,PRI,69,0.10,MORENA,282,0.40,13,0.02,PAN,269,0.38,200,0.29,PRI,69,0.09,269,0.38,69,0.10,4,0.01,10,0.01,10,0.01,282,0.40,5,0.01,7,0.01,9,0.01,11,0.02,5,0.01,0,0.00,0,0.00,0,0.00,0,0.00,0,0.00,0,0.00,18,0.03,699,100.00%
636,22,QUERETARO,14,QUERETARO,3,3,734,550,300,0.55,0.45,PAN,137,0.46,41,0.14,MORENA,96,0.32,83,0.28,PRI,13,0.04,PAN,137,0.46,41,0.14,MORENA,96,0.32,83,0.28,PRI,13,0.02,137,0.46,13,0.04,5,0.02,7,0.02,6,0.02,96,0.32,4,0.01,4,0.01,2,0.01,2,0.01,12,0.04,0,0.00,0,0.00,2,0.01,0,0.00,0,0.00,0,0.00,10,0.03,300,100.00%
637,22,QUERETARO,14,QUERETARO,3,3,735,578,336,0.58,0.42,PAN,163,0.49,57,0.17,MORENA,106,0.32,87,0.26,PRI,19,0.06,PAN,163,0.49,57,0.17,MORENA,106,0.32,87,0.26,PRI,19,0.06,163,0.49,19,0.06,7,0.02,5,0.01,6,0.02,106,0.32,4,0.01,2,0.01,0,0.00,1,0.00,7,0.02,0,0.00,0,0.00,3,0.01,0,0.00,0,0.00,0,0.00,13,0.04,336,100.00%
638,22,QUERETARO,14,QUERETARO,3,3,736,"1,044",467,0.45,0.55,PAN,178,0.38,7,0.01,MORENA,171,0.37,134,0.29,PRI,37,0.08,PAN,178,0.38,7,0.01,MORENA,171,0.37,134,0.29,PRI,37,0.11,178,0.38,37,0.08,8,0.02,11,0.02,10,0.02,171,0.37,5,0.01,5,0.01,6,0.01,3,0.01,16,0.03,0,0.00,0,0.00,4,0.01,0,0.00,0,0.00,0,0.00,13,0.03,467,100.00%
639,22,QUERETARO,14,QUERETARO,3,3,737,"1,000",442,0.44,0.56,PAN,178,0.40,24,0.05,MORENA,154,0.35,116,0.26,PRI,38,0.09,PAN,178,0.40,24,0.05,MORENA,154,0.35,116,0.26,PRI,38,0.08,178,0.40,38,0.09,4,0.01,18,0.04,16,0.04,154,0.35,2,0.00,5,0.01,2,0.00,0,0.00,17,0.04,0,0.00,0,0.00,2,0.00,0,0.00,0,0.00,0,0.00,6,0.01,442,100.00%
640,22,QUERETARO,14,QUERETARO,3,3,738,"1,009",454,0.45,0.55,PAN,197,0.43,68,0.15,MORENA,129,0.28,90,0.20,PRI,39,0.09,PAN,197,0.43,68,0.15,MORENA,129,0.28,90,0.20,PRI,39,0.09,197,0.43,39,0.09,6,0.01,17,0.04,9,0.02,129,0.28,6,0.01,12,0.03,2,0.00,4,0.01,18,0.04,0,0.00,0,0.00,4,0.01,0,0.00,0,0.00,1,0.00,10,0.02,454,100.00%
641,22,QUERETARO,14,QUERETARO,3,3,739,"1,170",511,0.44,0.56,MORENA,192,0.38,12,0.02,PAN,180,0.35,138,0.27,PRI,42,0.08,MORENA,192,0.38,12,0.02,PAN,180,0.35,138,0.27,PRI,42,0.09,180,0.35,42,0.08,8,0.02,21,0.04,13,0.03,192,0.38,5,0.01,3,0.01,5,0.01,4,0.01,18,0.04,0,0.00,0,0.00,0,0.00,0,0.00,0,0.00,0,0.00,20,0.04,511,100.00%
642,22,QUERETARO,14,QUERETARO,3,3,740,"1,235",518,0.42,0.58,MORENA,188,0.36,6,0.01,PAN,182,0.35,134,0.26,PRI,48,0.09,MORENA,188,0.36,6,0.01,PAN,182,0.35,134,0.26,PRI,48,0.09,182,0.35,48,0.09,10,0.02,22,0.04,9,0.02,188,0.36,5,0.01,8,0.02,4,0.01,5,0.01,18,0.03,0,0.00,0,0.00,0,0.00,0,0.00,0,0.00,1,0.00,18,0.03,518,100.00%
643,22,QUERETARO,14,QUERETARO,3,3,741,"1,229",526,0.43,0.57,PAN,186,0.35,3,0.01,MORENA,183,0.35,125,0.24,PRI,58,0.11,PAN,186,0.35,3,0.01,MORENA,183,0.35,125,0.24,PRI,58,0.11,186,0.35,58,0.11,8,0.02,27,0.05,8,0.02,183,0.35,10,0.02,5,0.01,1,0.00,5,0.01,18,0.03,0,0.00,0,0.00,3,0.01,0,0.00,0,0.00,0,0.00,14,0.03,526,100.00%
644,22,QUERETARO,14,QUERETARO,3,3,742,"1,147",516,0.45,0.55,PAN,224,0.43,44,0.09,MORENA,180,0.35,137,0.27,PRI,43,0.08,PAN,224,0.43,44,0.09,MORENA,180,0.35,137,0.27,PRI,43,0.08,224,0.43,43,0.08,8,0.02,22,0.04,4,0.01,180,0.35,0,0.00,5,0.01,3,0.01,3,0.01,11,0.02,0,0.00,0,0.00,2,0.00,0,0.00,0,0.00,0,0.00,11,0.02,516,100.00%
645,22,QUERETARO,14,QUERETARO,3,3,743,"1,431",650,0.45,0.55,PAN,302,0.46,95,0.15,MORENA,207,0.32,169,0.26,PRI,38,0.06,PAN,302,0.46,95,0.15,MORENA,207,0.32,169,0.26,PRI,38,0.07,302,0.46,38,0.06,17,0.03,16,0.02,4,0.01,207,0.32,4,0.01,7,0.01,3,0.00,7,0.01,22,0.03,0,0.00,0,0.00,2,0.00,0,0.00,0,0.00,2,0.00,19,0.03,650,100.00%
646,22,QUERETARO,14,QUERETARO,3,3,744,"1,134",526,0.46,0.54,PAN,219,0.42,26,0.05,MORENA,193,0.37,152,0.29,PRI,41,0.08,PAN,219,0.42,26,0.05,MORENA,193,0.37,152,0.29,PRI,41,0.06,219,0.42,41,0.08,6,0.01,13,0.02,17,0.03,193,0.37,6,0.01,6,0.01,7,0.01,2,0.00,7,0.01,0,0.00,0,0.00,1,0.00,0,0.00,0,0.00,0,0.00,8,0.02,526,100.00%
647,22,QUERETARO,14,QUERETARO,3,3,745,"1,118",564,0.50,0.50,MORENA,225,0.40,17,0.03,PAN,208,0.37,178,0.32,PRI,30,0.05,MORENA,225,0.40,17,0.03,PAN,208,0.37,178,0.32,PRI,30,0.06,208,0.37,30,0.05,9,0.02,16,0.03,7,0.01,225,0.40,3,0.01,12,0.02,6,0.01,3,0.01,26,0.05,0,0.00,0,0.00,0,0.00,0,0.00,0,0.00,0,0.00,19,0.03,564,100.00%
648,22,QUERETARO,14,QUERETARO,3,3,746,356,134,0.38,0.62,PAN,54,0.40,8,0.06,MORENA,46,0.34,39,0.29,PVEM,7,0.05,PAN,54,0.40,8,0.06,MORENA,46,0.34,39,0.29,PVEM,7,0.01,54,0.40,4,0.03,2,0.01,4,0.03,7,0.05,46,0.34,3,0.02,3,0.02,0,0.00,0,0.00,7,0.05,0,0.00,0,0.00,1,0.01,0,0.00,0,0.00,0,0.00,3,0.02,134,100.00%
649,22,QUERETARO,14,QUERETARO,3,3,747,"1,296",590,0.46,0.54,PAN,241,0.41,24,0.04,MORENA,217,0.37,172,0.29,PRI,45,0.08,PAN,241,0.41,24,0.04,MORENA,217,0.37,172,0.29,PRI,45,0.34,241,0.41,45,0.08,13,0.02,10,0.02,10,0.02,217,0.37,4,0.01,9,0.02,4,0.01,6,0.01,10,0.02,0,0.00,0,0.00,2,0.00,0,0.00,0,0.00,0,0.00,19,0.03,590,100.00%
650,22,QUERETARO,14,QUERETARO,3,3,748,465,213,0.46,0.54,PAN,88,0.41,6,0.03,MORENA,82,0.38,73,0.34,FM,9,0.04,PAN,88,0.41,6,0.03,MORENA,82,0.38,73,0.34,FM,9,0.02,88,0.41,8,0.04,3,0.01,1,0.00,6,0.03,82,0.38,0,0.00,2,0.01,0,0.00,6,0.03,9,0.04,0,0.00,0,0.00,1,0.00,0,0.00,0,0.00,1,0.00,6,0.03,213,100.00%
651,22,QUERETARO,14,QUERETARO,3,3,749,670,278,0.41,0.59,PAN,111,0.40,5,0.02,MORENA,106,0.38,86,0.31,PRI,20,0.07,PAN,111,0.40,5,0.02,MORENA,106,0.38,86,0.31,PRI,20,0.09,111,0.40,20,0.07,4,0.01,6,0.02,3,0.01,106,0.38,3,0.01,4,0.01,1,0.00,2,0.01,7,0.03,0,0.00,0,0.00,2,0.01,0,0.00,0,0.00,1,0.00,8,0.03,278,100.00%
652,22,QUERETARO,14,QUERETARO,3,3,750,"1,111",558,0.50,0.50,PAN,223,0.40,30,0.05,MORENA,193,0.35,158,0.28,PRI,35,0.06,PAN,223,0.40,30,0.05,MORENA,193,0.35,158,0.28,PRI,35,0.13,223,0.40,35,0.06,4,0.01,14,0.03,14,0.03,193,0.35,3,0.01,18,0.03,2,0.00,7,0.01,24,0.04,0,0.00,0,0.00,6,0.01,0,0.00,0,0.00,1,0.00,14,0.03,558,100.00%
653,22,QUERETARO,14,QUERETARO,3,3,751,"2,126","1,095",0.52,0.48,PAN,494,0.45,142,0.13,MORENA,352,0.32,294,0.27,PRI,58,0.05,PAN,494,0.45,142,0.13,MORENA,352,0.32,294,0.27,PRI,58,0.10,494,0.45,58,0.05,12,0.01,50,0.05,18,0.02,352,0.32,5,0.00,16,0.01,8,0.01,6,0.01,43,0.04,0,0.00,0,0.00,7,0.01,0,0.00,0,0.00,3,0.00,23,0.02,"1,095",100.00%
654,22,QUERETARO,14,QUERETARO,3,3,752,"1,425",661,0.46,0.54,PAN,319,0.48,117,0.18,MORENA,202,0.31,156,0.24,PRI,46,0.07,PAN,319,0.48,117,0.18,MORENA,202,0.31,156,0.24,PRI,46,0.04,319,0.48,46,0.07,9,0.01,14,0.02,15,0.02,202,0.31,7,0.01,6,0.01,2,0.00,3,0.00,21,0.03,0,0.00,0,0.00,5,0.01,0,0.00,0,0.00,1,0.00,11,0.02,661,100.00%
655,22,QUERETARO,14,QUERETARO,3,3,753,"5,220","2,151",0.41,0.59,PAN,"1,015",0.47,305,0.14,MORENA,710,0.33,612,0.28,PRI,98,0.05,PAN,"1,015",0.47,305,0.14,MORENA,710,0.33,612,0.28,PRI,98,0.15,"1,015",0.47,98,0.05,16,0.01,66,0.03,28,0.01,710,0.33,16,0.01,37,0.02,11,0.01,18,0.01,76,0.04,0,0.00,0,0.00,4,0.00,0,0.00,0,0.00,0,0.00,56,0.03,"2,151",100.00%
656,22,QUERETARO,14,QUERETARO,3,13,754,"12,608","4,713",0.37,0.63,PAN,"2,091",0.44,571,0.12,MORENA,"1,520",0.32,992,0.21,PRI,528,0.11,PAN,"2,091",0.44,571,0.12,MORENA,"1,520",0.32,992,0.21,PRI,528,0.25,"2,091",0.44,528,0.11,54,0.01,69,0.01,141,0.03,"1,520",0.32,0,0.00,28,0.01,27,0.01,56,0.01,66,0.01,0,0.00,32,0.01,0,0.00,0,0.00,0,0.00,7,0.00,94,0.02,"4,713",100.00%
657,22,QUERETARO,14,QUERETARO,3,3,755,"1,377",676,0.49,0.51,PAN,277,0.41,50,0.07,MORENA,227,0.34,187,0.28,PRI,40,0.06,PAN,277,0.41,50,0.07,MORENA,227,0.34,187,0.28,PRI,40,0.01,277,0.41,40,0.06,10,0.01,33,0.05,15,0.02,227,0.34,4,0.01,10,0.01,6,0.01,6,0.01,23,0.03,0,0.00,0,0.00,1,0.00,0,0.00,0,0.00,0,0.00,24,0.04,676,100.00%
