#,CVE_ENTIDAD,ENTIDAD,CU_MUNICIPIO,MUNICIPIO,DF,DL,SECCION,LISTA_NOMINAL,VOTOS_EMITIDOS,PARTICIPACION,ABSTENCION,1ER_LUGAR,1ERO_VOTOS,PCN,DIF_VOTOS_2DO,DIF_PCN_2DO,2DO_LUGAR,2DO_VOTOS,PCN,DIF_VOTOS_3RO,DIF_PCN_3RO,3ER_LUGAR,3RO_VOTOS,PCN,1PP_MV,VOTOS,PCN,DIF_2DO,PCN,2PP_MV,VOTOS,PCN,DIF_3RO,PCN,3PP_MV,VOTOS,PCN,PAN,PCN,PRI,PCN,PRD,PCN,MC,PCN,PVEM,PCN,MORENA,PCN,PT,PCN,QI,PCN,PES,PCN,RSP,PCN,FM,PCN,EAMA,PCN,ASE,PCN,PAN_QI,PCN,PRI_PVEM,PCN,PVEM-PT,PCN,CNR,PCN,NULOS,PCN,TOT_VOTOS,VALIDACION
275,22,QUERETARO,11,PEDRO ESCOBEDO,1,10,228,"2,935","1,062",0.36,0.64,PAN,323,0.30,105,0.10,MORENA,218,0.21,7,0.01,PRI,211,0.20,PAN,323,0.30,105,0.10,MORENA,218,0.21,7,0.01,PRI,211,0.18,323,0.30,211,0.20,37,0.03,34,0.03,23,0.02,218,0.21,5,0.00,9,0.01,17,0.02,38,0.04,131,0.12,0,0.00,0,0.00,0,0.00,0,0.00,0,0.00,0,0.00,16,0.02,"1,062",100.00%
276,22,QUERETARO,11,PEDRO ESCOBEDO,1,10,229,"1,340",581,0.43,0.57,PAN,228,0.39,133,0.23,MORENA,95,0.16,34,0.06,PRI,61,0.10,PAN,228,0.39,133,0.23,MORENA,95,0.16,34,0.06,PRI,61,0.06,228,0.39,61,0.10,38,0.07,10,0.02,10,0.02,95,0.16,11,0.02,3,0.01,19,0.03,17,0.03,56,0.10,0,0.00,0,0.00,0,0.00,0,0.00,0,0.00,1,0.00,32,0.06,581,100.00%
277,22,QUERETARO,11,PEDRO ESCOBEDO,1,10,230,"4,206","2,281",0.54,0.46,PAN,"1,166",0.51,797,0.35,PRI,369,0.16,58,0.03,MORENA,311,0.14,PAN,"1,166",0.51,797,0.35,PRI,369,0.16,58,0.03,MORENA,311,0.54,"1,166",0.51,369,0.16,36,0.02,37,0.02,37,0.02,311,0.14,19,0.01,26,0.01,31,0.01,90,0.04,77,0.03,0,0.00,0,0.00,0,0.00,0,0.00,0,0.00,1,0.00,81,0.04,"2,281",100.00%
278,22,QUERETARO,11,PEDRO ESCOBEDO,1,10,231,"2,847","1,410",0.50,0.50,PAN,440,0.31,137,0.10,MORENA,303,0.21,46,0.03,PRI,257,0.18,PAN,440,0.31,137,0.10,MORENA,303,0.21,46,0.03,PRI,257,0.11,440,0.31,257,0.18,32,0.02,31,0.02,54,0.04,303,0.21,8,0.01,18,0.01,32,0.02,44,0.03,120,0.09,0,0.00,0,0.00,0,0.00,0,0.00,0,0.00,1,0.00,70,0.05,"1,410",100.00%
279,22,QUERETARO,11,PEDRO ESCOBEDO,1,10,232,654,300,0.46,0.54,PAN,96,0.32,30,0.10,PRI,66,0.22,9,0.03,MORENA,57,0.19,PAN,96,0.32,30,0.10,PRI,66,0.22,9,0.03,MORENA,57,0.04,96,0.32,66,0.22,6,0.02,9,0.03,6,0.02,57,0.19,3,0.01,3,0.01,9,0.03,2,0.01,30,0.10,0,0.00,0,0.00,0,0.00,0,0.00,0,0.00,0,0.00,13,0.04,300,100.00%
280,22,QUERETARO,11,PEDRO ESCOBEDO,1,10,233,"2,842","1,587",0.56,0.44,PAN,847,0.53,526,0.33,MORENA,321,0.20,191,0.12,PRI,130,0.08,PAN,847,0.53,526,0.33,MORENA,321,0.20,191,0.12,PRI,130,0.43,847,0.53,130,0.08,36,0.02,26,0.02,29,0.02,321,0.20,16,0.01,5,0.00,15,0.01,85,0.05,42,0.03,0,0.00,0,0.00,0,0.00,0,0.00,0,0.00,0,0.00,35,0.02,"1,587",100.00%
281,22,QUERETARO,12,PEÑAMILLER,1,15,234,"1,760","1,390",0.79,0.21,PAN,899,0.65,646,0.46,PVEM,253,0.18,128,0.09,MORENA,125,0.09,PAN,899,0.65,646,0.46,PVEM,253,0.18,128,0.09,MORENA,125,0.08,899,0.65,37,0.03,3,0.00,5,0.00,253,0.18,125,0.09,4,0.00,3,0.00,2,0.00,3,0.00,2,0.00,0,0.00,0,0.00,5,0.00,2,0.00,0,0.00,1,0.00,46,0.03,"1,390",100.00%
282,22,QUERETARO,12,PEÑAMILLER,1,15,235,404,330,0.82,0.18,PVEM,146,0.44,25,0.08,PAN,121,0.37,94,0.28,MORENA,27,0.08,PVEM,146,0.44,25,0.08,PAN,121,0.37,94,0.28,MORENA,27,0.02,121,0.37,13,0.04,0,0.00,2,0.01,146,0.44,27,0.08,1,0.00,0,0.00,1,0.00,0,0.00,0,0.00,0,0.00,0,0.00,1,0.00,4,0.01,0,0.00,0,0.00,14,0.04,330,100.00%
283,22,QUERETARO,12,PEÑAMILLER,1,15,236,305,195,0.64,0.36,PAN,105,0.54,49,0.25,PVEM,56,0.29,43,0.22,MORENA,13,0.07,PAN,105,0.54,49,0.25,PVEM,56,0.29,43,0.22,MORENA,13,0.04,105,0.54,7,0.04,0,0.00,2,0.01,56,0.29,13,0.07,0,0.00,0,0.00,0,0.00,0,0.00,0,0.00,0,0.00,0,0.00,0,0.00,0,0.00,0,0.00,0,0.00,12,0.06,195,100.00%
284,22,QUERETARO,12,PEÑAMILLER,1,15,237,"2,258","1,569",0.69,0.31,PAN,767,0.49,225,0.14,PVEM,542,0.35,449,0.29,PRI,93,0.06,PAN,767,0.49,225,0.14,PVEM,542,0.35,449,0.29,PRI,93,0.48,767,0.49,93,0.06,0,0.00,2,0.00,542,0.35,72,0.05,0,0.00,2,0.00,9,0.01,1,0.00,2,0.00,0,0.00,0,0.00,5,0.00,4,0.00,0,0.00,0,0.00,70,0.04,"1,569",100.00%
285,22,QUERETARO,12,PEÑAMILLER,1,15,238,524,331,0.63,0.37,PAN,160,0.48,84,0.25,PVEM,76,0.23,15,0.05,MORENA,61,0.18,PAN,160,0.48,84,0.25,PVEM,76,0.23,15,0.05,MORENA,61,0.04,160,0.48,8,0.02,2,0.01,1,0.00,76,0.23,61,0.18,3,0.01,0,0.00,0,0.00,2,0.01,0,0.00,0,0.00,0,0.00,0,0.00,0,0.00,0,0.00,0,0.00,18,0.05,331,100.00%
286,22,QUERETARO,12,PEÑAMILLER,1,15,239,460,291,0.63,0.37,PAN,137,0.47,22,0.08,PVEM,115,0.40,104,0.36,PRI,11,0.04,PAN,137,0.47,22,0.08,PVEM,115,0.40,104,0.36,PRI,11,0.03,137,0.47,11,0.04,0,0.00,3,0.01,115,0.40,7,0.02,0,0.00,3,0.01,4,0.01,1,0.00,0,0.00,0,0.00,0,0.00,0,0.00,3,0.01,0,0.00,0,0.00,7,0.02,291,100.00%
287,22,QUERETARO,12,PEÑAMILLER,1,15,240,"1,229",942,0.77,0.23,PAN,501,0.53,236,0.25,PVEM,265,0.28,189,0.20,MORENA,76,0.08,PAN,501,0.53,236,0.25,PVEM,265,0.28,189,0.20,MORENA,76,0.26,501,0.53,42,0.04,1,0.00,3,0.00,265,0.28,76,0.08,0,0.00,6,0.01,11,0.01,6,0.01,1,0.00,0,0.00,0,0.00,2,0.00,9,0.01,0,0.00,0,0.00,19,0.02,942,100.00%
288,22,QUERETARO,12,PEÑAMILLER,1,15,241,"1,167",790,0.68,0.32,PAN,410,0.52,134,0.17,PVEM,276,0.35,246,0.31,MORENA,30,0.04,PAN,410,0.52,134,0.17,PVEM,276,0.35,246,0.31,MORENA,30,0.03,410,0.52,26,0.03,3,0.00,1,0.00,276,0.35,30,0.04,2,0.00,1,0.00,4,0.01,0,0.00,3,0.00,0,0.00,0,0.00,6,0.01,3,0.00,0,0.00,0,0.00,25,0.03,790,100.00%
289,22,QUERETARO,12,PEÑAMILLER,1,15,242,969,550,0.57,0.43,PAN,311,0.57,205,0.37,PVEM,106,0.19,47,0.09,MORENA,59,0.11,PAN,311,0.57,205,0.37,PVEM,106,0.19,47,0.09,MORENA,59,0.07,311,0.57,16,0.03,0,0.00,3,0.01,106,0.19,59,0.11,1,0.00,4,0.01,10,0.02,3,0.01,6,0.01,0,0.00,0,0.00,3,0.01,2,0.00,0,0.00,0,0.00,26,0.05,550,100.00%
290,22,QUERETARO,12,PEÑAMILLER,1,15,243,671,518,0.77,0.23,PAN,288,0.56,170,0.33,PVEM,118,0.23,45,0.09,MORENA,73,0.14,PAN,288,0.56,170,0.33,PVEM,118,0.23,45,0.09,MORENA,73,0.13,288,0.56,14,0.03,0,0.00,5,0.01,118,0.23,73,0.14,0,0.00,4,0.01,0,0.00,0,0.00,1,0.00,0,0.00,0,0.00,1,0.00,0,0.00,0,0.00,0,0.00,14,0.03,518,100.00%
291,22,QUERETARO,12,PEÑAMILLER,1,15,244,714,547,0.77,0.23,PAN,271,0.50,114,0.21,PVEM,157,0.29,84,0.15,MORENA,73,0.13,PAN,271,0.50,114,0.21,PVEM,157,0.29,84,0.15,MORENA,73,0.14,271,0.50,16,0.03,2,0.00,2,0.00,157,0.29,73,0.13,1,0.00,2,0.00,1,0.00,3,0.01,0,0.00,0,0.00,0,0.00,0,0.00,0,0.00,0,0.00,0,0.00,19,0.03,547,100.00%
292,22,QUERETARO,12,PEÑAMILLER,1,15,245,"2,689","2,070",0.77,0.23,PVEM,816,0.39,72,0.03,PAN,744,0.36,493,0.24,MORENA,251,0.12,PVEM,816,0.39,72,0.03,PAN,744,0.36,493,0.24,MORENA,251,0.46,744,0.36,132,0.06,6,0.00,12,0.01,816,0.39,251,0.12,4,0.00,10,0.00,14,0.01,6,0.00,3,0.00,0,0.00,0,0.00,3,0.00,12,0.01,0,0.00,0,0.00,57,0.03,"2,070",100.00%
293,22,QUERETARO,12,PEÑAMILLER,1,15,246,107,88,0.82,0.18,PAN,42,0.48,17,0.19,PVEM,25,0.28,13,0.15,MORENA,12,0.14,PAN,42,0.48,17,0.19,PVEM,25,0.28,13,0.15,MORENA,12,0.01,42,0.48,5,0.06,1,0.01,0,0.00,25,0.28,12,0.14,0,0.00,0,0.00,0,0.00,0,0.00,0,0.00,0,0.00,0,0.00,0,0.00,0,0.00,0,0.00,0,0.00,3,0.03,88,100.00%
294,22,QUERETARO,12,PEÑAMILLER,1,15,247,"1,750","1,395",0.80,0.20,PAN,730,0.52,278,0.20,PVEM,452,0.32,339,0.24,MORENA,113,0.08,PAN,730,0.52,278,0.20,PVEM,452,0.32,339,0.24,MORENA,113,1.28,730,0.52,39,0.03,1,0.00,2,0.00,452,0.32,113,0.08,4,0.00,2,0.00,4,0.00,5,0.00,5,0.00,0,0.00,0,0.00,1,0.00,2,0.00,0,0.00,1,0.00,34,0.02,"1,395",100.00%
295,22,QUERETARO,13,PINAL DE AMOLES,1,15,248,"1,964","1,501",0.76,0.24,PAN,796,0.53,385,0.26,PRI,411,0.27,294,0.20,MORENA,117,0.08,PAN,796,0.53,385,0.26,PRI,411,0.27,294,0.20,MORENA,117,0.08,796,0.53,411,0.27,10,0.01,12,0.01,14,0.01,117,0.08,19,0.01,30,0.02,7,0.00,11,0.01,16,0.01,0,0.00,0,0.00,4,0.00,1,0.00,0,0.00,0,0.00,53,0.04,"1,501",100.00%
296,22,QUERETARO,13,PINAL DE AMOLES,1,15,249,942,704,0.75,0.25,PAN,351,0.50,144,0.20,PRI,207,0.29,142,0.20,MORENA,65,0.09,PAN,351,0.50,144,0.20,PRI,207,0.29,142,0.20,MORENA,65,0.04,351,0.50,207,0.29,4,0.01,3,0.00,10,0.01,65,0.09,2,0.00,20,0.03,3,0.00,4,0.01,3,0.00,0,0.00,0,0.00,2,0.00,1,0.00,0,0.00,0,0.00,29,0.04,704,100.00%
297,22,QUERETARO,13,PINAL DE AMOLES,1,15,250,"1,547",903,0.58,0.42,PAN,425,0.47,267,0.30,PRI,158,0.17,1,0.00,PRD,157,0.17,PAN,425,0.47,267,0.30,PRI,158,0.17,1,0.00,PRD,157,0.22,425,0.47,158,0.17,157,0.17,4,0.00,8,0.01,52,0.06,6,0.01,3,0.00,4,0.00,9,0.01,16,0.02,0,0.00,0,0.00,5,0.01,5,0.01,0,0.00,0,0.00,51,0.06,903,100.00%
298,22,QUERETARO,13,PINAL DE AMOLES,1,15,251,"1,571","1,074",0.68,0.32,PAN,566,0.53,174,0.16,PRI,392,0.36,363,0.34,NULOS,29,0.03,PAN,566,0.53,174,0.16,PRI,392,0.36,363,0.34,NULOS,29,0.03,566,0.53,392,0.36,6,0.01,0,0.00,6,0.01,22,0.02,1,0.00,12,0.01,2,0.00,7,0.01,19,0.02,0,0.00,0,0.00,7,0.01,5,0.00,0,0.00,0,0.00,29,0.03,"1,074",100.00%
299,22,QUERETARO,13,PINAL DE AMOLES,1,15,252,735,444,0.60,0.40,PAN,256,0.58,148,0.33,PRI,108,0.24,88,0.20,PRD,20,0.05,PAN,256,0.58,148,0.33,PRI,108,0.24,88,0.20,PRD,20,0.02,256,0.58,108,0.24,20,0.05,0,0.00,2,0.00,15,0.03,3,0.01,3,0.01,0,0.00,0,0.00,16,0.04,0,0.00,0,0.00,1,0.00,2,0.00,0,0.00,0,0.00,18,0.04,444,100.00%
300,22,QUERETARO,13,PINAL DE AMOLES,1,15,253,"2,471","1,472",0.60,0.40,PAN,735,0.50,398,0.27,PRI,337,0.23,220,0.15,MORENA,117,0.08,PAN,735,0.50,398,0.27,PRI,337,0.23,220,0.15,MORENA,117,0.26,735,0.50,337,0.23,80,0.05,1,0.00,21,0.01,117,0.08,19,0.01,40,0.03,7,0.00,4,0.00,20,0.01,0,0.00,0,0.00,8,0.01,15,0.01,0,0.00,0,0.00,68,0.05,"1,472",100.00%
301,22,QUERETARO,13,PINAL DE AMOLES,1,15,254,"1,318",774,0.59,0.41,PAN,415,0.54,255,0.33,PRI,160,0.21,86,0.11,PRD,74,0.10,PAN,415,0.54,255,0.33,PRI,160,0.21,86,0.11,PRD,74,0.05,415,0.54,160,0.21,74,0.10,2,0.00,12,0.02,36,0.05,5,0.01,2,0.00,2,0.00,0,0.00,26,0.03,0,0.00,0,0.00,7,0.01,7,0.01,0,0.00,0,0.00,26,0.03,774,100.00%
302,22,QUERETARO,13,PINAL DE AMOLES,1,15,255,351,192,0.55,0.45,PAN,84,0.44,18,0.09,PRI,66,0.34,51,0.27,MORENA,15,0.08,PAN,84,0.44,18,0.09,PRI,66,0.34,51,0.27,MORENA,15,0.02,84,0.44,66,0.34,4,0.02,1,0.01,5,0.03,15,0.08,2,0.01,0,0.00,0,0.00,1,0.01,1,0.01,0,0.00,0,0.00,0,0.00,0,0.00,0,0.00,0,0.00,13,0.07,192,100.00%
303,22,QUERETARO,13,PINAL DE AMOLES,1,15,256,892,585,0.66,0.34,PAN,236,0.40,22,0.04,PRI,214,0.37,174,0.30,MORENA,40,0.07,PAN,236,0.40,22,0.04,PRI,214,0.37,174,0.30,MORENA,40,0.21,236,0.40,214,0.37,3,0.01,1,0.00,13,0.02,40,0.07,6,0.01,12,0.02,4,0.01,0,0.00,21,0.04,0,0.00,0,0.00,2,0.00,4,0.01,0,0.00,1,0.00,28,0.05,585,100.00%
304,22,QUERETARO,13,PINAL DE AMOLES,1,15,257,434,314,0.72,0.28,PAN,169,0.54,96,0.31,PRI,73,0.23,51,0.16,MORENA,22,0.07,PAN,169,0.54,96,0.31,PRI,73,0.23,51,0.16,MORENA,22,0.04,169,0.54,73,0.23,2,0.01,1,0.00,4,0.01,22,0.07,8,0.03,10,0.03,4,0.01,0,0.00,1,0.00,0,0.00,0,0.00,0,0.00,4,0.01,0,0.00,0,0.00,16,0.05,314,100.00%
305,22,QUERETARO,13,PINAL DE AMOLES,1,15,258,"1,172",758,0.65,0.35,PAN,453,0.60,269,0.35,PRI,184,0.24,147,0.19,MORENA,37,0.05,PAN,453,0.60,269,0.35,PRI,184,0.24,147,0.19,MORENA,37,0.12,453,0.60,184,0.24,8,0.01,2,0.00,5,0.01,37,0.05,4,0.01,16,0.02,2,0.00,5,0.01,3,0.00,0,0.00,0,0.00,3,0.00,6,0.01,0,0.00,0,0.00,30,0.04,758,100.00%
306,22,QUERETARO,13,PINAL DE AMOLES,1,15,259,"1,013",572,0.56,0.44,PAN,308,0.54,144,0.25,PRI,164,0.29,134,0.23,MORENA,30,0.05,PAN,308,0.54,144,0.25,PRI,164,0.29,134,0.23,MORENA,30,0.04,308,0.54,164,0.29,5,0.01,3,0.01,7,0.01,30,0.05,8,0.01,9,0.02,4,0.01,3,0.01,4,0.01,0,0.00,0,0.00,1,0.00,0,0.00,0,0.00,1,0.00,25,0.04,572,100.00%
307,22,QUERETARO,13,PINAL DE AMOLES,1,15,260,"1,332",721,0.54,0.46,PAN,351,0.49,211,0.29,PRI,140,0.19,56,0.08,MORENA,84,0.12,PAN,351,0.49,211,0.29,PRI,140,0.19,56,0.08,MORENA,84,0.15,351,0.49,140,0.19,33,0.05,6,0.01,12,0.02,84,0.12,7,0.01,26,0.04,5,0.01,2,0.00,6,0.01,0,0.00,0,0.00,1,0.00,3,0.00,0,0.00,0,0.00,45,0.06,721,100.00%
308,22,QUERETARO,13,PINAL DE AMOLES,1,15,261,"1,499",776,0.52,0.48,PAN,318,0.41,121,0.16,PRI,197,0.25,130,0.17,NULOS,67,0.09,PAN,318,0.41,121,0.16,PRI,197,0.25,130,0.17,NULOS,67,0.09,318,0.41,197,0.25,63,0.08,4,0.01,11,0.01,53,0.07,10,0.01,31,0.04,8,0.01,2,0.00,1,0.00,0,0.00,0,0.00,10,0.01,1,0.00,0,0.00,0,0.00,67,0.09,776,100.00%
309,22,QUERETARO,13,PINAL DE AMOLES,1,15,262,"1,452",913,0.63,0.37,PAN,411,0.45,89,0.10,PRI,322,0.35,268,0.29,NULOS,54,0.06,PAN,411,0.45,89,0.10,PRI,322,0.35,268,0.29,NULOS,54,0.07,411,0.45,322,0.35,3,0.00,19,0.02,12,0.01,35,0.04,17,0.02,22,0.02,3,0.00,4,0.00,6,0.01,0,0.00,0,0.00,1,0.00,4,0.00,0,0.00,0,0.00,54,0.06,913,100.00%
310,22,QUERETARO,13,PINAL DE AMOLES,1,15,263,476,300,0.63,0.37,PAN,172,0.57,99,0.33,PRI,73,0.24,59,0.20,NULOS,14,0.05,PAN,172,0.57,99,0.33,PRI,73,0.24,59,0.20,NULOS,14,0.02,172,0.57,73,0.24,4,0.01,0,0.00,4,0.01,5,0.02,13,0.04,8,0.03,2,0.01,2,0.01,3,0.01,0,0.00,0,0.00,0,0.00,0,0.00,0,0.00,0,0.00,14,0.05,300,100.00%
311,22,QUERETARO,13,PINAL DE AMOLES,1,15,264,640,431,0.67,0.33,PAN,215,0.50,109,0.25,PRI,106,0.25,72,0.17,MORENA,34,0.08,PAN,215,0.50,109,0.25,PRI,106,0.25,72,0.17,MORENA,34,0.11,215,0.50,106,0.25,2,0.00,2,0.00,5,0.01,34,0.08,10,0.02,22,0.05,5,0.01,1,0.00,2,0.00,0,0.00,0,0.00,1,0.00,0,0.00,0,0.00,0,0.00,26,0.06,431,100.00%
312,22,QUERETARO,13,PINAL DE AMOLES,1,15,265,292,239,0.82,0.18,PAN,90,0.38,42,0.18,PRI,48,0.20,2,0.01,PRI_PVEM,46,0.19,PAN,90,0.38,42,0.18,PRI,48,0.20,2,0.01,PRI_PVEM,46,0.11,90,0.38,48,0.20,0,0.00,0,0.00,6,0.03,3,0.01,2,0.01,5,0.02,0,0.00,0,0.00,0,0.00,0,0.00,0,0.00,36,0.15,46,0.19,0,0.00,0,0.00,3,0.01,239,100.00%
313,22,QUERETARO,14,QUERETARO,3,13,266,"3,960","1,297",0.33,0.67,PAN,630,0.49,313,0.24,MORENA,317,0.24,127,0.10,PRI,190,0.15,PAN,630,0.49,313,0.24,MORENA,317,0.24,127,0.10,PRI,190,0.79,630,0.49,190,0.15,12,0.01,20,0.02,27,0.02,317,0.24,0,0.00,9,0.01,19,0.01,12,0.01,19,0.01,0,0.00,7,0.01,0,0.00,0,0.00,0,0.00,4,0.00,31,0.02,"1,297",100.00%
314,22,QUERETARO,14,QUERETARO,3,13,267,"2,969","1,485",0.50,0.50,PAN,994,0.67,760,0.51,MORENA,234,0.16,93,0.06,PRI,141,0.09,PAN,994,0.67,760,0.51,MORENA,234,0.16,93,0.06,PRI,141,0.11,994,0.67,141,0.09,16,0.01,24,0.02,22,0.01,234,0.16,0,0.00,3,0.00,4,0.00,13,0.01,15,0.01,0,0.00,1,0.00,0,0.00,0,0.00,0,0.00,0,0.00,18,0.01,"1,485",100.00%
315,22,QUERETARO,14,QUERETARO,3,13,268,"2,505","1,778",0.71,0.29,PAN,"1,435",0.81,"1,285",0.72,MORENA,150,0.08,33,0.02,PRI,117,0.07,PAN,"1,435",0.81,"1,285",0.72,MORENA,150,0.08,33,0.02,PRI,117,0.08,"1,435",0.81,117,0.07,14,0.01,12,0.01,6,0.00,150,0.08,0,0.00,13,0.01,1,0.00,4,0.00,2,0.00,0,0.00,3,0.00,0,0.00,0,0.00,0,0.00,2,0.00,19,0.01,"1,778",100.00%
316,22,QUERETARO,14,QUERETARO,3,3,269,"2,234","1,728",0.77,0.23,PAN,"1,476",0.85,"1,360",0.79,MORENA,116,0.07,66,0.04,PRI,50,0.03,PAN,"1,476",0.85,"1,360",0.79,MORENA,116,0.07,66,0.04,PRI,50,0.03,"1,476",0.85,50,0.03,10,0.01,27,0.02,7,0.00,116,0.07,7,0.00,8,0.00,2,0.00,2,0.00,12,0.01,0,0.00,0,0.00,3,0.00,0,0.00,0,0.00,1,0.00,7,0.00,"1,728",100.00%
317,22,QUERETARO,14,QUERETARO,3,3,270,"11,418","3,324",0.29,0.71,MORENA,"1,356",0.41,143,0.04,PAN,"1,213",0.36,"1,004",0.30,PRI,209,0.06,MORENA,"1,356",0.41,143,0.04,PAN,"1,213",0.36,"1,004",0.30,PRI,209,0.12,"1,213",0.36,209,0.06,58,0.02,73,0.02,57,0.02,"1,356",0.41,27,0.01,33,0.01,11,0.00,34,0.01,124,0.04,0,0.00,0,0.00,20,0.01,0,0.00,0,0.00,3,0.00,106,0.03,"3,324",100.00%
318,22,QUERETARO,14,QUERETARO,3,3,272,"3,433","1,252",0.36,0.64,MORENA,526,0.42,109,0.09,PAN,417,0.33,334,0.27,FM,83,0.07,MORENA,526,0.42,109,0.09,PAN,417,0.33,334,0.27,FM,83,0.02,417,0.33,63,0.05,14,0.01,27,0.02,31,0.02,526,0.42,15,0.01,12,0.01,5,0.00,13,0.01,83,0.07,0,0.00,0,0.00,8,0.01,0,0.00,0,0.00,1,0.00,37,0.03,"1,252",100.00%
319,22,QUERETARO,14,QUERETARO,3,3,274,"1,910",906,0.47,0.53,MORENA,362,0.40,82,0.09,PAN,280,0.31,214,0.24,PRI,66,0.07,MORENA,362,0.40,82,0.09,PAN,280,0.31,214,0.24,PRI,66,0.05,280,0.31,66,0.07,16,0.02,25,0.03,16,0.02,362,0.40,10,0.01,14,0.02,9,0.01,13,0.01,53,0.06,0,0.00,0,0.00,5,0.01,0,0.00,0,0.00,2,0.00,35,0.04,906,100.00%
320,22,QUERETARO,14,QUERETARO,4,4,275,"2,020",899,0.45,0.55,MORENA,333,0.37,19,0.02,PAN,314,0.35,209,0.23,PRI,105,0.12,MORENA,333,0.37,19,0.02,PAN,314,0.35,209,0.23,PRI,105,0.12,314,0.35,105,0.12,6,0.01,17,0.02,27,0.03,333,0.37,6,0.01,11,0.01,20,0.02,12,0.01,8,0.01,0,0.00,0,0.00,0,0.00,0,0.00,0,0.00,0,0.00,40,0.04,899,100.00%
321,22,QUERETARO,14,QUERETARO,4,1,277,"6,470","3,083",0.48,0.52,PAN,"1,380",0.45,375,0.12,MORENA,"1,005",0.33,736,0.24,PRI,269,0.09,PAN,"1,380",0.45,375,0.12,MORENA,"1,005",0.33,736,0.24,PRI,269,0.30,"1,380",0.45,269,0.09,38,0.01,74,0.02,52,0.02,"1,005",0.33,18,0.01,37,0.01,28,0.01,53,0.02,32,0.01,0,0.00,0,0.00,0,0.00,0,0.00,0,0.00,2,0.00,95,0.03,"3,083",100.00%
322,22,QUERETARO,14,QUERETARO,3,1,278,"17,331","7,203",0.42,0.58,PAN,"3,615",0.50,"1,477",0.21,MORENA,"2,138",0.30,"1,495",0.21,PRI,643,0.09,PAN,"3,615",0.50,"1,477",0.21,MORENA,"2,138",0.30,"1,495",0.21,PRI,643,0.21,"3,615",0.50,643,0.09,62,0.01,180,0.02,82,0.01,"2,138",0.30,45,0.01,55,0.01,75,0.01,76,0.01,71,0.01,0,0.00,0,0.00,0,0.00,0,0.00,0,0.00,4,0.00,157,0.02,"7,203",100.00%
323,22,QUERETARO,14,QUERETARO,3,3,279,968,590,0.61,0.39,PAN,232,0.39,72,0.12,MORENA,160,0.27,99,0.17,PRI,61,0.10,PAN,232,0.39,72,0.12,MORENA,160,0.27,99,0.17,PRI,61,0.01,232,0.39,61,0.10,13,0.02,22,0.04,10,0.02,160,0.27,9,0.02,8,0.01,3,0.01,15,0.03,36,0.06,0,0.00,0,0.00,4,0.01,0,0.00,0,0.00,1,0.00,16,0.03,590,100.00%
324,22,QUERETARO,14,QUERETARO,3,3,280,"1,398",760,0.54,0.46,PAN,323,0.43,108,0.14,MORENA,215,0.28,143,0.19,PRI,72,0.09,PAN,323,0.43,108,0.14,MORENA,215,0.28,143,0.19,PRI,72,0.12,323,0.43,72,0.09,16,0.02,19,0.03,4,0.01,215,0.28,4,0.01,7,0.01,4,0.01,5,0.01,72,0.09,0,0.00,0,0.00,3,0.00,0,0.00,0,0.00,0,0.00,16,0.02,760,100.00%
325,22,QUERETARO,14,QUERETARO,3,3,281,"2,214","1,154",0.52,0.48,PAN,530,0.46,246,0.21,MORENA,284,0.25,193,0.17,FM,91,0.08,PAN,530,0.46,246,0.21,MORENA,284,0.25,193,0.17,FM,91,0.12,530,0.46,89,0.08,17,0.01,41,0.04,23,0.02,284,0.25,8,0.01,16,0.01,8,0.01,11,0.01,91,0.08,0,0.00,0,0.00,4,0.00,0,0.00,0,0.00,1,0.00,31,0.03,"1,154",100.00%
326,22,QUERETARO,14,QUERETARO,3,3,282,"7,000","3,383",0.48,0.52,PAN,"1,431",0.42,325,0.10,MORENA,"1,106",0.33,879,0.26,PRI,227,0.07,PAN,"1,431",0.42,325,0.10,MORENA,"1,106",0.33,879,0.26,PRI,227,0.20,"1,431",0.42,227,0.07,65,0.02,139,0.04,80,0.02,"1,106",0.33,22,0.01,38,0.01,23,0.01,35,0.01,122,0.04,0,0.00,0,0.00,16,0.00,0,0.00,0,0.00,2,0.00,77,0.02,"3,383",100.00%
327,22,QUERETARO,14,QUERETARO,3,3,283,"1,127",656,0.58,0.42,PAN,283,0.43,80,0.12,MORENA,203,0.31,156,0.24,PRI,47,0.07,PAN,283,0.43,80,0.12,MORENA,203,0.31,156,0.24,PRI,47,0.01,283,0.43,47,0.07,11,0.02,22,0.03,8,0.01,203,0.31,8,0.01,7,0.01,3,0.00,3,0.00,43,0.07,0,0.00,0,0.00,3,0.00,0,0.00,0,0.00,1,0.00,14,0.02,656,100.00%
328,22,QUERETARO,14,QUERETARO,3,3,284,"1,029",636,0.62,0.38,PAN,296,0.47,132,0.21,MORENA,164,0.26,109,0.17,PRI,55,0.09,PAN,296,0.47,132,0.21,MORENA,164,0.26,109,0.17,PRI,55,0.08,296,0.47,55,0.09,20,0.03,24,0.04,11,0.02,164,0.26,4,0.01,4,0.01,3,0.00,5,0.01,25,0.04,0,0.00,0,0.00,4,0.01,0,0.00,0,0.00,0,0.00,21,0.03,636,100.00%
